c and syrup (RX),https://www.webmd.com/drugs/2/drug-55316-4172/c-and-syrup/details
c complex (),https://www.webmd.com/drugs/2/drug-11157-106/c-complex/details
c p m tablet (OTC),https://www.webmd.com/drugs/2/drug-53933-667/c-p-m-tablet/details
c-100 w/rose hips tablet (OTC),https://www.webmd.com/drugs/2/drug-58257-106/c-w-rose-hips-tablet/details
c-1000 (),https://www.webmd.com/drugs/2/drug-58297-106/c-1000/details
c-1000 with rose hips (),https://www.webmd.com/drugs/2/drug-77609-106/c-1000-with-rose-hips/details
"c-1500 with rose hips tablet, extended release (OTC)",https://www.webmd.com/drugs/2/drug-78141-106/c-1500-with-rose-hips-tablet-er/details
c-250 250 mg chewable tablet (OTC),https://www.webmd.com/drugs/2/drug-17337-106/vitamin-c/details
c-500 500 mg chewable tablet (),https://www.webmd.com/drugs/2/drug-9038-106/vitamin-c/details
c-500 buffered tablet (OTC),https://www.webmd.com/drugs/2/drug-58277-106/c-buffered-tablet/details
"c-500 with rose hips tablet, extended release (OTC)",https://www.webmd.com/drugs/2/drug-78142-106/c-with-rose-hips-tablet-er/details
"c-500-gr tablet, extended release (OTC)",https://www.webmd.com/drugs/2/drug-12093-106/c-gr-tablet-er/details
c-5000 crystals (),https://www.webmd.com/drugs/2/drug-16922-106/c-crystals/details
c-b vone capsule (OTC),https://www.webmd.com/drugs/2/drug-58556-9038/c-b-vone-capsule/details
c-buff oral powder (OTC),https://www.webmd.com/drugs/2/drug-12076-106/c-buff-powder/details
"c-caps capsule, extended release (OTC)",https://www.webmd.com/drugs/2/drug-9039-106/c-caps-capsule-er/details
c-cephulose solution (RX),https://www.webmd.com/drugs/2/drug-56871-7202/c-cephulose-solution/details
c-chronulose syrup (RX),https://www.webmd.com/drugs/2/drug-56188-8109/c-chronulose-syrup/details
c-clarifying serum liquid (RX),https://www.webmd.com/drugs/2/drug-148426-9198/c-clarifying-serum-liquid/details
c-cof hc liquid (RX),https://www.webmd.com/drugs/2/drug-17759-3172/c-cof-hc-liquid/details
c-complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58288-106/c-complex-tablet/details
c-lax laxative (OTC),https://www.webmd.com/drugs/2/drug-176048-109/c-lax-laxative/details
c-lexin capsule (RX),https://www.webmd.com/drugs/2/drug-52615-11/c-lexin-capsule/details
c-liquid liquid (OTC),https://www.webmd.com/drugs/2/drug-58323-106/c-liquid-liquid/details
"c-long capsule, extended release (OTC)",https://www.webmd.com/drugs/2/drug-58225-106/c-long-capsule-er/details
c-nate dha (),https://www.webmd.com/drugs/2/drug-163625-7126/c-nate-dha/details
c-phed dm tannate suspension (RX),https://www.webmd.com/drugs/2/drug-64060-4172/c-phed-dm-tannate-suspension/details
c-phed dpd tannate suspension (RX),https://www.webmd.com/drugs/2/drug-94274-4172/c-phed-dpd-tannate-suspension/details
c-phed tannate suspension (RX),https://www.webmd.com/drugs/2/drug-22140-9012/c-phed-tannate-suspension/details
c-phen dm drops (RX),https://www.webmd.com/drugs/2/drug-95064-4172/c-phen-dm-drops/details
c-phen drops (RX),https://www.webmd.com/drugs/2/drug-95166-9012/c-phen-drops/details
c-plus tablet (OTC),https://www.webmd.com/drugs/2/drug-58667-9038/c-plus-tablet/details
c-solve-2 solution (RX),https://www.webmd.com/drugs/2/drug-61201-6181/c-solve-solution/details
"c-span capsule, extended release (OTC)",https://www.webmd.com/drugs/2/drug-58239-106/c-span-capsule-er/details
c-sporin solution (RX),https://www.webmd.com/drugs/2/drug-60947-196/c-sporin-solution/details
c-syrup syrup (OTC),https://www.webmd.com/drugs/2/drug-58325-106/c-syrup-syrup/details
c-tabs tablet (OTC),https://www.webmd.com/drugs/2/drug-58859-9038/c-tabs-tablet/details
c-tan d plus suspension (RX),https://www.webmd.com/drugs/2/drug-150538-9012/c-tan-d-plus-suspension/details
c-tan d suspension (RX),https://www.webmd.com/drugs/2/drug-149840-9012/c-tan-d-suspension/details
c-therapy night cream (RX),https://www.webmd.com/drugs/2/drug-148427-9198/c-therapy-night-cream/details
"c-time capsule, extended release (OTC)",https://www.webmd.com/drugs/2/drug-9040-106/c-time-capsule-er/details
"c-tym capsule, extended release (OTC)",https://www.webmd.com/drugs/2/drug-58247-106/c-tym-capsule-er/details
c-vites tablet (OTC),https://www.webmd.com/drugs/2/drug-58272-106/c-vites-tablet/details
c/rose hips tablet (),https://www.webmd.com/drugs/2/drug-10922-106/c-rose-hips-tablet/details
c/t/s solution (RX),https://www.webmd.com/drugs/2/drug-61197-9016/c-t-s-solution/details
"centa mins jr. + extra c chew tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59436-5249/centa-mins-jr-extra-c-chew-tablet-chewable/details
"centrum jr/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2137-5249/centrum-jr-extra-c-tablet-chewable/details
"centrum kids-extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-94787-5249/centrum-kids-extra-c-tablet-chewable/details
centrum singles-vitamin c tablet (OTC),https://www.webmd.com/drugs/2/drug-77650-106/centrum-singles-vitamin-c-tablet/details
"chew c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-58313-106/chew-c-tablet-chewable/details
"chew c with acerola tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-58322-106/chew-c-with-acerola-tablet-chewable/details
chewable c tablet (OTC),https://www.webmd.com/drugs/2/drug-58312-106/chewable-c-tablet/details
chewable orange c tablet (OTC),https://www.webmd.com/drugs/2/drug-9835-106/chewable-orange-c-tablet/details
"child chew multi with extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59358-5249/child-chew-multi-with-extra-c-tablet-chewable/details
"child chew with extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59389-5249/child-chew-with-extra-c-tablet-chewable/details
child delsym nighttime c-c liquid (OTC),https://www.webmd.com/drugs/2/drug-159937-9012/child-delsym-nighttime-c-c-liquid/details
child's chewable w/extra c tablet (OTC),https://www.webmd.com/drugs/2/drug-59369-5249/childs-chewable-w-extra-c-tablet/details
child's vitamin with c (OTC),https://www.webmd.com/drugs/2/drug-59395-5249/childs-vitamin-with-c/details
"children's alphabets w/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59404-5249/childrens-alphabets-w-extra-c-tablet-chewable/details
"children's chew vit w/c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59386-5249/childrens-chew-vit-w-c-tablet-chewable/details
children's chewable vits w/c tablet (OTC),https://www.webmd.com/drugs/2/drug-59381-5249/childrens-chewable-vits-w-c-tablet/details
children's chewable w/c tablet (OTC),https://www.webmd.com/drugs/2/drug-59405-5249/childrens-chewable-w-c-tablet/details
children's multivit with extra c chewable tablet (OTC),https://www.webmd.com/drugs/2/drug-59393-5249/childrens-multivit-w-extra-c/details
"children's vitamin w/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59402-5249/childrens-vitamin-w-extra-c-tablet-chewable/details
"childrens multi vits/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2195-5249/childrens-multi-vits-extra-c-tablet-chewable/details
"childrens multi-vits/c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2197-5249/childrens-multi-vits-c-tablet-chewable/details
"childrens multivits/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2183-5249/childrens-multivits-extra-c-tablet-chewable/details
"childrens vitamins/extra c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2193-5249/childrens-vitamins-extra-c-tablet-chewable/details
"childs chew/c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2199-5249/childs-chew-c-tablet-chewable/details
"childs multi-vit/c tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-2167-5249/childs-multi-vit-c-tablet-chewable/details
"circus mates w/vit c/iron tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-59448-5249/circus-mates-w-vit-c-iron-tablet-chewable/details
"citrus-c-500 tablet, chewable (OTC)",https://www.webmd.com/drugs/2/drug-58319-106/citrus-c-tablet-chewable/details
codecon-c liquid (OTC),https://www.webmd.com/drugs/2/drug-55158-3172/codecon-c-liquid/details
com-vi c capsule (OTC),https://www.webmd.com/drugs/2/drug-58625-9038/com-vi-c-capsule/details
com-vi-c capsule (RX/OTC),https://www.webmd.com/drugs/2/drug-58566-6106/com-vi-c-capsule/details
com-vi-c tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-58566-9038/com-vi-c-tablet/details
combee-c tablet (OTC),https://www.webmd.com/drugs/2/drug-58655-9038/combee-c-tablet/details
cvs vitamin c tablet (),https://www.webmd.com/drugs/2/drug-18244-106/cvs-vitamin-c-tablet/details
